lemma;dict_pos;pos;by_hands_tags;frequency;R;D;Doc
РПЦ;s.PROP;NOUN;NOUN,Abbr,Orgn;4,0;37;75;87
РТР;s.PROP;NOUN;NOUN,Abbr,Orgn;3,5;53;86;214
ТАСС;s.PROP;NOUN;NOUN,Abbr,Orgn;5,6;68;86;272
ТЮЗ;s.PROP;NOUN;NOUN,Abbr,Orgn;2,2;46;80;85
УВД;s.PROP;NOUN;NOUN,Abbr,Orgn;6,8;66;88;346
ФБР;s.PROP;NOUN;NOUN,Abbr,Orgn;3,5;63;85;150
ФСБ;s.PROP;NOUN;NOUN,Abbr,Orgn;18,5;83;89;728
ФСК;s.PROP;NOUN;NOUN,Abbr,Orgn;1,7;40;79;64
ФЭК;s.PROP;NOUN;NOUN,Abbr,Orgn;2,7;35;78;82
ЦБ;s.PROP;NOUN;NOUN,Abbr,Orgn;10,6;56;86;329
ЦИК;s.PROP;NOUN;NOUN,Abbr,Orgn;5,2;63;85;198
ЦК;s.PROP;NOUN;NOUN,Abbr,Orgn;61,6;96;83;976
ЦРУ;s.PROP;NOUN;NOUN,Abbr,Orgn;8,0;76;82;233
ЦСКА;s.PROP;NOUN;NOUN,Abbr,Orgn;13,2;57;79;222
ЮНЕСКО;s.PROP;NOUN;NOUN,Abbr,Orgn;2,8;71;87;168
ГАИ;s.PROP;NOUN;NOUN,Abbr,Orgn;7,3;84;90;360
ГИБДД;s.PROP;NOUN;NOUN,Abbr,Orgn;8,1;59;87;330
ГИТИС;s.PROP;NOUN;NOUN,Abbr,Orgn;3,8;51;83;111
ГКЧП;s.PROP;NOUN;NOUN,Abbr,Orgn;2,3;45;82;108
ГОК;s.PROP;NOUN;NOUN,Abbr,Orgn;3,9;47;81;117
ГУВД;s.PROP;NOUN;NOUN,Abbr,Orgn;6,8;54;85;285
ГУМ;s.PROP;NOUN;NOUN,Abbr,Orgn;2,6;76;90;143
ЗИЛ;s.PROP;NOUN;NOUN,Abbr,Orgn;11,8;75;42;223
ГРУ;s.PROP;NOUN;NOUN,Abbr,Orgn;3,3;50;80;97
ТНК;s.PROP;NOUN;NOUN,Abbr,Orgn;4,1;50;83;160
РЖД;s.PROP;NOUN;NOUN,Abbr,Orgn,Trad;2,7;40;80;73
БМВ;s.PROP;NOUN;NOUN,Abbr,Orgn,Trad;5,5;70;80;164
АИФ;s.PROP;NOUN;NOUN,Abbr,Orgn,Trad;3,0;42;82;133
ГУЛАГ;s.PROP;NOUN;NOUN,Abbr,Orgn,Trad;6,4;75;86;244
Абхазия;s.PROP;NOUN;NOUN,Geox;5,2;72;83;184
Австралия;s.PROP;NOUN;NOUN,Geox;16,8;97;88;742
Австрия;s.PROP;NOUN;NOUN,Geox;11,2;93;91;589
Азербайджан;s.PROP;NOUN;NOUN,Geox;12,3;83;83;374
Азия;s.PROP;NOUN;NOUN,Geox;32,9;99;92;1425
Алания;s.PROP;NOUN;NOUN,Geox;1,7;39;72;65
Албания;s.PROP;NOUN;NOUN,Geox;2,3;51;61;88
Александрия;s.PROP;NOUN;NOUN,Geox;1,8;47;74;75
Алжир;s.PROP;NOUN;NOUN,Geox;2,4;66;87;152
Алма-Ата;s.PROP;NOUN;NOUN,Geox;5,5;80;86;199
Алтай;s.PROP;NOUN;NOUN,Geox;5,5;85;87;248
Альпы;s.PROP;NOUN;NOUN,Geox;3,0;79;87;169
Аляска;s.PROP;NOUN;NOUN,Geox;3,4;78;89;176
Амазонка;s.PROP;NOUN;NOUN,Geox;2,8;75;85;150
Америка;s.PROP;NOUN;NOUN,Geox;121,9;100;90;3274
Амстердам;s.PROP;NOUN;NOUN,Geox;4,2;79;88;195
Ангара;s.PROP;NOUN;NOUN,Geox;4,7;57;69;107
Ангарск;s.PROP;NOUN;NOUN,Geox;1,6;41;81;77
Англия;s.PROP;NOUN;NOUN,Geox;47,6;99;91;1608
Ангола;s.PROP;NOUN;NOUN,Geox;2,9;56;77;105
Антарктида;s.PROP;NOUN;NOUN,Geox;7,7;75;64;140
Аравия;s.PROP;NOUN;NOUN,Geox;5,1;73;87;239
Арарат;s.PROP;NOUN;NOUN,Geox;1,8;57;83;103
Арбат;s.PROP;NOUN;NOUN,Geox;12,2;90;84;465
Аргентина;s.PROP;NOUN;NOUN,Geox;6,7;85;90;325
Арктика;s.PROP;NOUN;NOUN,Geox;6,8;72;73;153
Армения;s.PROP;NOUN;NOUN,Geox;12,4;85;85;421
Архангельск;s.PROP;NOUN;NOUN,Geox;5,7;87;84;255
Астана;s.PROP;NOUN;NOUN,Geox;1,9;36;65;67
Астрахань;s.PROP;NOUN;NOUN,Geox;5,6;77;83;212
Атланта;s.PROP;NOUN;NOUN,Geox;1,8;56;84;94
Атлантида;s.PROP;NOUN;NOUN,Geox;3,2;62;61;100
Атлантика;s.PROP;NOUN;NOUN,Geox;4,2;80;86;179
Афган;s.PROP;NOUN;NOUN,Geox;1,7;48;79;78
Афганистан;s.PROP;NOUN;NOUN,Geox;24,4;95;84;760
Африка;s.PROP;NOUN;NOUN,Geox;24,2;100;94;1116
Ашхабад;s.PROP;NOUN;NOUN,Geox;2,5;53;84;97
Бавария;s.PROP;NOUN;NOUN,Geox;2,6;64;85;120
Багдад;s.PROP;NOUN;NOUN,Geox;5,3;64;85;193
Байкал;s.PROP;NOUN;NOUN,Geox;6,8;85;88;232
Байконур;s.PROP;NOUN;NOUN,Geox;2,4;56;84;109
Баку;s.PROP;NOUN;NOUN,Geox;13,3;89;76;308
Балканы;s.PROP;NOUN;NOUN,Geox;4,6;70;84;198
Балтия;s.PROP;NOUN;NOUN,Geox;3,4;64;88;228
Бангкок;s.PROP;NOUN;NOUN,Geox;2,5;39;52;53
Барнаул;s.PROP;NOUN;NOUN,Geox;3,1;64;84;150
Барселона;s.PROP;NOUN;NOUN,Geox;5,3;66;80;176
Батуми;s.PROP;NOUN;NOUN,Geox;2,3;40;57;56
Башкирия;s.PROP;NOUN;NOUN,Geox;3,4;56;85;168
Башкортостан;s.PROP;NOUN;NOUN,Geox;3,1;58;86;167
Беларусь;s.PROP;NOUN;NOUN,Geox;8,8;76;82;258
Белгород;s.PROP;NOUN;NOUN,Geox;2,0;48;80;95
Белград;s.PROP;NOUN;NOUN,Geox;3,9;64;82;136
Белоруссия;s.PROP;NOUN;NOUN,Geox;21,2;96;90;920
Бельгия;s.PROP;NOUN;NOUN,Geox;8,7;87;91;516
Берлин;s.PROP;NOUN;NOUN,Geox;33,1;97;91;824
Бишкек;s.PROP;NOUN;NOUN,Geox;1,7;39;75;55
Блэр;s.PROP;NOUN;NOUN,Geox;2,1;41;81;90
Болгария;s.PROP;NOUN;NOUN,Geox;12,7;92;89;518
Босния;s.PROP;NOUN;NOUN,Geox;2,8;60;82;124
Бразилия;s.PROP;NOUN;NOUN,Geox;10,5;88;90;487
Братск;s.PROP;NOUN;NOUN,Geox;1,7;38;56;58
Британия;s.PROP;NOUN;NOUN,Geox;4,7;72;81;215
Бродвей;s.PROP;NOUN;NOUN,Geox;2,8;61;76;102
Брюссель;s.PROP;NOUN;NOUN,Geox;5,1;79;90;273
Брянск;s.PROP;NOUN;NOUN,Geox;2,7;65;80;123
Будапешт;s.PROP;NOUN;NOUN,Geox;4,6;78;89;203
Бурятия;s.PROP;NOUN;NOUN,Geox;2,6;53;76;122
Бутырка;s.PROP;NOUN;NOUN,Geox;2,5;53;78;89
Вавилон;s.PROP;NOUN;NOUN,Geox;5,2;80;82;160
Волгоград;s.PROP;NOUN;NOUN,Geox;5,4;74;88;275
Калининград;s.PROP;NOUN;NOUN,Geox;8,0;75;87;353
Ленинград;s.PROP;NOUN;NOUN,Geox;61,3;100;92;1221
МКАД;s.PROP;NOUN;NOUN,Geox;3,4;54;86;192
Петроград;s.PROP;NOUN;NOUN,Geox;8,4;85;87;230
Сталинград;s.PROP;NOUN;NOUN,Geox;10,6;83;82;246
Эрмитаж;s.PROP;NOUN;NOUN,Geox;9,4;95;87;378
Владикавказ;s.PROP;NOUN;NOUN,Geox;2,3;52;85;132
Кавказ;s.PROP;NOUN;NOUN,Geox;31,5;99;89;1105
Гималаи;s.PROP;NOUN;NOUN,Geox;2,2;53;73;81
Гай;s.PROP;NOUN;NOUN,Geox;3,0;64;81;105
Дунай;s.PROP;NOUN;NOUN,Geox;3,3;72;80;129
Китай;s.PROP;NOUN;NOUN,Geox;64,6;98;88;1725
Шанхай;s.PROP;NOUN;NOUN,Geox;3,6;71;79;138
Ирак;s.PROP;NOUN;NOUN,Geox;35,7;70;85;910
Урал;s.PROP;NOUN;NOUN,Geox;24,3;99;92;985
Вьетнам;s.PROP;NOUN;NOUN,Geox;9,1;80;88;363
Ватикан;s.PROP;NOUN;NOUN,Geox;3,1;71;87;136
Львов;s.PROP;NOUN;NOUN,Geox;8,9;84;88;325
Псков;s.PROP;NOUN;NOUN,Geox;6,1;84;83;206
Ростов;s.PROP;NOUN;NOUN,Geox;11,3;98;90;450
Серпухов;s.PROP;NOUN;NOUN,Geox;1,7;55;81;95
Тамбов;s.PROP;NOUN;NOUN,Geox;3,7;80;85;164
Харьков;s.PROP;NOUN;NOUN,Geox;12,9;94;79;327
Каспий;s.PROP;NOUN;NOUN,Geox;4,0;63;82;136
Марий;s.PROP;NOUN;NOUN,Geox;2,0;52;85;131
Великобритания;s.PROP;NOUN;NOUN,Geox;24,9;84;90;1213
Венгрия;s.PROP;NOUN;NOUN,Geox;10,7;89;91;527
Венеция;s.PROP;NOUN;NOUN,Geox;6,4;84;89;296
Византия;s.PROP;NOUN;NOUN,Geox;4,7;56;74;138
Вирджиния;s.PROP;NOUN;NOUN,Geox;1,8;46;81;84
Германия;s.PROP;NOUN;NOUN,Geox;109,8;100;92;3219
Голландия;s.PROP;NOUN;NOUN,Geox;10,1;95;91;531
Греция;s.PROP;NOUN;NOUN,Geox;14,1;97;92;704
Грузия;s.PROP;NOUN;NOUN,Geox;27,0;94;87;750
Дания;s.PROP;NOUN;NOUN,Geox;8,0;86;90;400
Евразия;s.PROP;NOUN;NOUN,Geox;3,7;69;86;179
Зеландия;s.PROP;NOUN;NOUN,Geox;3,4;72;85;174
Ингушетия;s.PROP;NOUN;NOUN,Geox;7,2;56;84;239
Индия;s.PROP;NOUN;NOUN,Geox;28,9;98;89;1020
Индонезия;s.PROP;NOUN;NOUN,Geox;3,3;66;88;190
Иордания;s.PROP;NOUN;NOUN,Geox;3,3;52;78;110
Ирландия;s.PROP;NOUN;NOUN,Geox;5,8;71;83;250
Испания;s.PROP;NOUN;NOUN,Geox;25,7;97;91;1091
Италия;s.PROP;NOUN;NOUN,Geox;40,6;100;93;1671
Ичкерия;s.PROP;NOUN;NOUN,Geox;1,8;41;75;95
Калифорния;s.PROP;NOUN;NOUN,Geox;6,5;85;87;314
Калмыкия;s.PROP;NOUN;NOUN,Geox;2,5;52;82;135
Карелия;s.PROP;NOUN;NOUN,Geox;4,7;68;87;228
Киргизия;s.PROP;NOUN;NOUN,Geox;5,1;70;82;216
Колумбия;s.PROP;NOUN;NOUN,Geox;3,5;63;85;165
Латвия;s.PROP;NOUN;NOUN,Geox;10,2;86;87;452
Ливия;s.PROP;NOUN;NOUN,Geox;2,4;54;84;122
Малайзия;s.PROP;NOUN;NOUN,Geox;3,6;58;85;185
Маньчжурия;s.PROP;NOUN;NOUN,Geox;2,0;58;84;84
Минэкономразвития;s.PROP;NOUN;NOUN,Geox;10,7;55;84;537
Молдавия;s.PROP;NOUN;NOUN,Geox;5,5;82;88;298
Монголия;s.PROP;NOUN;NOUN,Geox;6,3;86;83;242
Мордовия;s.PROP;NOUN;NOUN,Geox;2,2;53;86;130
Наталия;s.PROP;NOUN;NOUN,Geox;5,5;74;87;286
Нигерия;s.PROP;NOUN;NOUN,Geox;2,1;49;82;115
Норвегия;s.PROP;NOUN;NOUN,Geox;9,7;85;88;432
Осетия;s.PROP;NOUN;NOUN,Geox;4,3;58;85;193
Персия;s.PROP;NOUN;NOUN,Geox;2,2;68;84;112
Португалия;s.PROP;NOUN;NOUN,Geox;4,7;81;90;280
Пруссия;s.PROP;NOUN;NOUN,Geox;2,8;71;85;124
Россия;s.PROP;NOUN;NOUN,Geox;952,2;100;92;16797
Румыния;s.PROP;NOUN;NOUN,Geox;7,7;86;90;359
Сербия;s.PROP;NOUN;NOUN,Geox;5,6;68;75;176
Сирия;s.PROP;NOUN;NOUN,Geox;5,7;68;82;197
Скандинавия;s.PROP;NOUN;NOUN,Geox;1,8;61;88;125
Словакия;s.PROP;NOUN;NOUN,Geox;3,8;62;87;200
Словения;s.PROP;NOUN;NOUN,Geox;1,9;51;85;127
София;s.PROP;NOUN;NOUN,Geox;5,8;82;83;256
Туркмения;s.PROP;NOUN;NOUN,Geox;3,9;59;84;171
Турция;s.PROP;NOUN;NOUN,Geox;20,0;97;91;878
Удмуртия;s.PROP;NOUN;NOUN,Geox;1,8;45;84;117
Филадельфия;s.PROP;NOUN;NOUN,Geox;2,0;61;86;110
Финляндия;s.PROP;NOUN;NOUN,Geox;17,5;98;91;749
Флоренция;s.PROP;NOUN;NOUN,Geox;3,8;64;72;141
Франция;s.PROP;NOUN;NOUN,Geox;74,9;100;93;2618
Хорватия;s.PROP;NOUN;NOUN,Geox;2,4;55;83;131
Чехия;s.PROP;NOUN;NOUN,Geox;7,7;78;89;408
Чехословакия;s.PROP;NOUN;NOUN,Geox;7,5;84;90;310
Чувашия;s.PROP;NOUN;NOUN,Geox;2,2;48;80;116
Швейцария;s.PROP;NOUN;NOUN,Geox;18,7;98;91;803
Швеция;s.PROP;NOUN;NOUN,Geox;15,2;97;92;721
Шотландия;s.PROP;NOUN;NOUN,Geox;3,1;71;83;172
Эстония;s.PROP;NOUN;NOUN,Geox;12,0;86;75;402
Эфиопия;s.PROP;NOUN;NOUN,Geox;1,8;63;86;100
Югославия;s.PROP;NOUN;NOUN,Geox;12,0;89;88;484
Якутия;s.PROP;NOUN;NOUN,Geox;6,4;79;87;302
Япония;s.PROP;NOUN;NOUN,Geox;53,5;100;88;1616
Витебск;s.PROP;NOUN;NOUN,Geox;1,8;53;78;75
Днепропетровск;s.PROP;NOUN;NOUN,Geox;3,2;66;83;117
Ижевск;s.PROP;NOUN;NOUN,Geox;2,4;52;81;121
Иркутск;s.PROP;NOUN;NOUN,Geox;10,7;86;90;495
Кисловодск;s.PROP;NOUN;NOUN,Geox;2,6;57;85;109
Красноярск;s.PROP;NOUN;NOUN,Geox;8,1;87;90;420
Курск;s.PROP;NOUN;NOUN,Geox;6,7;76;84;288
Минск;s.PROP;NOUN;NOUN,Geox;9,5;91;91;435
Мурманск;s.PROP;NOUN;NOUN,Geox;4,7;79;85;236
Новороссийск;s.PROP;NOUN;NOUN,Geox;4,6;75;87;196
Новосибирск;s.PROP;NOUN;NOUN,Geox;13,2;93;91;745
Новочеркасск;s.PROP;NOUN;NOUN,Geox;1,8;45;79;67
Норильск;s.PROP;NOUN;NOUN,Geox;3,2;74;86;142
Обнинск;s.PROP;NOUN;NOUN,Geox;2,1;47;80;80
Омск;s.PROP;NOUN;NOUN,Geox;6,1;76;89;312
Петрозаводск;s.PROP;NOUN;NOUN,Geox;1,8;62;87;116
Пятигорск;s.PROP;NOUN;NOUN,Geox;1,8;55;83;83
Свердловск;s.PROP;NOUN;NOUN,Geox;6,0;84;88;241
Смоленск;s.PROP;NOUN;NOUN,Geox;6,9;86;84;233
Томск;s.PROP;NOUN;NOUN,Geox;5,5;77;86;238
Ульяновск;s.PROP;NOUN;NOUN,Geox;2,7;60;86;163
Франциск;s.PROP;NOUN;NOUN,Geox;2,1;41;69;60
Хабаровск;s.PROP;NOUN;NOUN,Geox;5,0;79;88;279
Челябинск;s.PROP;NOUN;NOUN,Geox;4,8;77;90;286
Якутск;s.PROP;NOUN;NOUN,Geox;1,8;51;83;104
Варшава;s.PROP;NOUN;NOUN,Geox;9,1;93;86;319
Вашингтон;s.PROP;NOUN;NOUN,Geox;24,1;92;86;730
Венесуэла;s.PROP;NOUN;NOUN,Geox;2,1;50;80;117
Версаль;s.PROP;NOUN;NOUN,Geox;1,7;56;86;97
Вильгельм;s.PROP;NOUN;NOUN,Geox;4,0;77;83;164
Вильнюс;s.PROP;NOUN;NOUN,Geox;3,3;67;80;126
Владивосток;s.PROP;NOUN;NOUN,Geox;12,3;92;92;548
Внуково;s.PROP;NOUN;NOUN,Geox;2,2;59;83;100
Волга;s.PROP;NOUN;NOUN,Geox;39,3;100;93;1237
Вологда;s.PROP;NOUN;NOUN,Geox;4,6;82;88;203
Воркута;s.PROP;NOUN;NOUN,Geox;1,7;61;86;93
Воронеж;s.PROP;NOUN;NOUN,Geox;13,3;95;85;437
Гавана;s.PROP;NOUN;NOUN,Geox;2,9;50;62;86
Гамбург;s.PROP;NOUN;NOUN,Geox;4,5;79;84;191
Голгофа;s.PROP;NOUN;NOUN,Geox;3,7;69;74;164
Голливуд;s.PROP;NOUN;NOUN,Geox;7,6;77;88;349
Гонконг;s.PROP;NOUN;NOUN,Geox;3,7;64;81;173
Гранд;s.PROP;NOUN;NOUN,Geox;2,7;69;83;171
Грозный;s.PROP;NOUN;NOUN,Geox;12,7;82;87;462
Дагестан;s.PROP;NOUN;NOUN,Geox;10,9;73;80;377
Дели;s.PROP;NOUN;NOUN,Geox;2,6;58;80;88
Детройт;s.PROP;NOUN;NOUN,Geox;3,5;48;45;83
Днепр;s.PROP;NOUN;NOUN,Geox;6,6;90;88;225
Домодедово;s.PROP;NOUN;NOUN,Geox;2,2;52;83;97
Донбасс;s.PROP;NOUN;NOUN,Geox;2,2;60;75;99
Донецк;s.PROP;NOUN;NOUN,Geox;2,4;56;73;106
Дубна;s.PROP;NOUN;NOUN,Geox;13,2;58;82;296
Дубровка;s.PROP;NOUN;NOUN,Geox;2,8;45;85;169
Душанбе;s.PROP;NOUN;NOUN,Geox;2,0;46;81;96
Европа;s.PROP;NOUN;NOUN,Geox;139,2;100;93;4696
Египет;s.PROP;NOUN;NOUN,Geox;15,4;98;88;590
Екатеринбург;s.PROP;NOUN;NOUN,Geox;11,1;79;89;671
Енисей;s.PROP;NOUN;NOUN,Geox;4,8;69;74;119
Ереван;s.PROP;NOUN;NOUN,Geox;4,7;70;80;147
Женева;s.PROP;NOUN;NOUN,Geox;6,4;81;87;282
Закавказье;s.PROP;NOUN;NOUN,Geox;3,1;58;78;145
Заполярье;s.PROP;NOUN;NOUN,Geox;1,7;62;86;96
Запорожье;s.PROP;NOUN;NOUN,Geox;1,8;49;78;71
Иваново;s.PROP;NOUN;NOUN,Geox;2,3;64;88;143
Иерусалим;s.PROP;NOUN;NOUN,Geox;17,8;94;77;395
Израиль;s.PROP;NOUN;NOUN,Geox;60,8;99;76;1043
Иордан;s.PROP;NOUN;NOUN,Geox;2,4;58;69;104
Иран;s.PROP;NOUN;NOUN,Geox;15,4;82;83;452
Иудея;s.PROP;NOUN;NOUN,Geox;2,0;53;65;79
Кабул;s.PROP;NOUN;NOUN,Geox;3,3;47;66;95
Казань;s.PROP;NOUN;NOUN,Geox;13,6;96;89;553
Казахстан;s.PROP;NOUN;NOUN,Geox;24,7;95;89;930
Казбек;s.PROP;NOUN;NOUN,Geox;2,5;50;79;86
Каир;s.PROP;NOUN;NOUN,Geox;2,5;50;74;85
Калуга;s.PROP;NOUN;NOUN,Geox;6,3;76;86;309
Кама;s.PROP;NOUN;NOUN,Geox;3,4;74;79;154
Камчатка;s.PROP;NOUN;NOUN,Geox;5,8;86;86;276
Канада;s.PROP;NOUN;NOUN,Geox;22,2;99;89;957
Канны;s.PROP;NOUN;NOUN,Geox;1,7;49;82;76
Карабах;s.PROP;NOUN;NOUN,Geox;2,1;46;79;86
Караганда;s.PROP;NOUN;NOUN,Geox;1,8;47;73;67
Карло;s.PROP;NOUN;NOUN,Geox;3,3;59;67;118
Карпаты;s.PROP;NOUN;NOUN,Geox;2,4;42;38;60
Кельн;s.PROP;NOUN;NOUN,Geox;1,7;54;86;97
Кембридж;s.PROP;NOUN;NOUN,Geox;3,5;64;63;106
Кемерово;s.PROP;NOUN;NOUN,Geox;2,4;55;85;140
Киев;s.PROP;NOUN;NOUN,Geox;38,4;100;88;932
Кипр;s.PROP;NOUN;NOUN,Geox;6,3;84;87;258
Кишинев;s.PROP;NOUN;NOUN,Geox;3,5;62;79;122
Коктебель;s.PROP;NOUN;NOUN,Geox;3,8;61;85;105
Коломна;s.PROP;NOUN;NOUN,Geox;1,8;59;85;104
Колыма;s.PROP;NOUN;NOUN,Geox;7,5;73;74;140
Конго;s.PROP;NOUN;NOUN,Geox;1,9;57;82;87
Константинополь;s.PROP;NOUN;NOUN,Geox;4,9;72;78;159
Копенгаген;s.PROP;NOUN;NOUN,Geox;2,8;68;84;135
Корея;s.PROP;NOUN;NOUN,Geox;16,8;89;88;645
Косово;s.PROP;NOUN;NOUN,Geox;5,4;60;74;174
Кострома;s.PROP;NOUN;NOUN,Geox;3,4;68;78;153
Краснодар;s.PROP;NOUN;NOUN,Geox;4,7;74;89;285
Кремль;s.PROP;NOUN;NOUN,Geox;68,5;100;89;2115
Крит;s.PROP;NOUN;NOUN,Geox;1,9;50;54;75
Кронштадт;s.PROP;NOUN;NOUN,Geox;2,3;50;76;90
Крым;s.PROP;NOUN;NOUN,Geox;20,1;98;93;646
Куба;s.PROP;NOUN;NOUN,Geox;8,3;87;87;332
Кубань;s.PROP;NOUN;NOUN,Geox;5,2;77;89;231
Кувейт;s.PROP;NOUN;NOUN,Geox;2,6;60;85;130
Кузбасс;s.PROP;NOUN;NOUN,Geox;3,2;55;84;140
Ладога;s.PROP;NOUN;NOUN,Geox;2,2;51;74;69
Лас-Вегас;s.PROP;NOUN;NOUN,Geox;2,4;55;77;107
Лейпциг;s.PROP;NOUN;NOUN,Geox;1,7;54;87;100
Лефортово;s.PROP;NOUN;NOUN,Geox;2,6;71;88;146
Ливан;s.PROP;NOUN;NOUN,Geox;3,6;55;78;130
Лион;s.PROP;NOUN;NOUN,Geox;2,3;74;89;147
Литва;s.PROP;NOUN;NOUN,Geox;10,8;87;90;463
Лозанна;s.PROP;NOUN;NOUN,Geox;1,7;48;83;74
Лондон;s.PROP;NOUN;NOUN,Geox;33,1;100;91;1215
Лос-Анджелес;s.PROP;NOUN;NOUN,Geox;6,5;78;85;257
Лубянка;s.PROP;NOUN;NOUN,Geox;8,7;83;85;306
Лувр;s.PROP;NOUN;NOUN,Geox;2,5;64;86;123
Лужники;s.PROP;NOUN;NOUN,Geox;3,6;69;86;176
Люксембург;s.PROP;NOUN;NOUN,Geox;3,1;77;88;179
Магадан;s.PROP;NOUN;NOUN,Geox;4,7;69;76;149
Мадрид;s.PROP;NOUN;NOUN,Geox;4,1;80;88;208
Мальта;s.PROP;NOUN;NOUN,Geox;2,1;47;77;83
Манхеттен;s.PROP;NOUN;NOUN,Geox;2,8;65;83;120
Манчестер;s.PROP;NOUN;NOUN,Geox;1,9;52;83;87
Мариинка;s.PROP;NOUN;NOUN,Geox;1,9;39;81;97
Марокко;s.PROP;NOUN;NOUN,Geox;2,7;61;86;143
Марсель;s.PROP;NOUN;NOUN,Geox;3,6;77;83;181
Махачкала;s.PROP;NOUN;NOUN,Geox;2,3;53;85;118
Мекка;s.PROP;NOUN;NOUN,Geox;2,3;64;87;153
Мексика;s.PROP;NOUN;NOUN,Geox;6,6;86;88;339
Метрополь;s.PROP;NOUN;NOUN,Geox;3,6;73;86;146
Миасс;s.PROP;NOUN;NOUN,Geox;1,7;39;80;79
Милан;s.PROP;NOUN;NOUN,Geox;5,7;74;87;268
Моздок;s.PROP;NOUN;NOUN,Geox;2,3;44;78;72
Молдова;s.PROP;NOUN;NOUN,Geox;2,3;49;77;106
Монако;s.PROP;NOUN;NOUN,Geox;4,8;54;78;150
Монте-Карло;s.PROP;NOUN;NOUN,Geox;2,4;64;82;110
Москва;s.PROP;NOUN;NOUN,Geox;633,5;100;94;12110
Москва-река;s.PROP;NOUN;NOUN,Geox;5,8;88;90;343
Мюнхен;s.PROP;NOUN;NOUN,Geox;6,3;85;88;271
Назарет;s.PROP;NOUN;NOUN,Geox;1,7;37;58;68
Неаполь;s.PROP;NOUN;NOUN,Geox;2,4;60;84;100
Нева;s.PROP;NOUN;NOUN,Geox;14,0;93;67;427
Нидерланды;s.PROP;NOUN;NOUN,Geox;5,2;64;87;296
Нил;s.PROP;NOUN;NOUN,Geox;6,0;76;83;190
Ницца;s.PROP;NOUN;NOUN,Geox;3,4;70;86;137
Новгород;s.PROP;NOUN;NOUN,Geox;19,9;89;86;874
Нью-Джерси;s.PROP;NOUN;NOUN,Geox;3,2;54;41;86
Нью-Йорк;s.PROP;NOUN;NOUN,Geox;34,5;100;90;1151
Обь;s.PROP;NOUN;NOUN,Geox;2,1;51;80;73
Одесса;s.PROP;NOUN;NOUN,Geox;24,0;98;83;529
Ока;s.PROP;NOUN;NOUN,Geox;7,2;99;93;416
Оксфорд;s.PROP;NOUN;NOUN,Geox;3,3;71;79;152
Олимп;s.PROP;NOUN;NOUN,Geox;3,5;85;91;232
Ордынка;s.PROP;NOUN;NOUN,Geox;2,0;48;81;88
Оренбург;s.PROP;NOUN;NOUN,Geox;2,1;59;87;134
Освенцим;s.PROP;NOUN;NOUN,Geox;2,1;67;88;116
Осло;s.PROP;NOUN;NOUN,Geox;1,9;55;78;79
Останкино;s.PROP;NOUN;NOUN,Geox;3,5;72;82;157
Пакистан;s.PROP;NOUN;NOUN,Geox;5,8;69;86;268
Палестина;s.PROP;NOUN;NOUN,Geox;6,6;77;82;233
Памир;s.PROP;NOUN;NOUN,Geox;1,7;55;74;76
Париж;s.PROP;NOUN;NOUN,Geox;77,8;100;91;1725
Пекин;s.PROP;NOUN;NOUN,Geox;9,5;84;85;304
Пенза;s.PROP;NOUN;NOUN,Geox;3,0;66;83;141
Переделкино;s.PROP;NOUN;NOUN,Geox;5,2;69;83;141
Пермь;s.PROP;NOUN;NOUN,Geox;16,3;88;87;622
Перу;s.PROP;NOUN;NOUN,Geox;5,3;84;89;283
Петербург;s.PROP;NOUN;NOUN,Geox;68,1;99;85;1665
Петергоф;s.PROP;NOUN;NOUN,Geox;2,0;57;84;97
Петровка;s.PROP;NOUN;NOUN,Geox;3,0;68;85;153
Печора;s.PROP;NOUN;NOUN,Geox;2,4;49;75;66
Поволжье;s.PROP;NOUN;NOUN,Geox;5,5;80;86;288
Подмосковье;s.PROP;NOUN;NOUN,Geox;13,7;98;91;830
Полтава;s.PROP;NOUN;NOUN,Geox;2,0;68;89;117
Польша;s.PROP;NOUN;NOUN,Geox;33,9;100;86;1066
Прага;s.PROP;NOUN;NOUN,Geox;12,7;90;88;402
Пресня;s.PROP;NOUN;NOUN,Geox;2,8;67;81;148
Прибалтика;s.PROP;NOUN;NOUN,Geox;7,4;95;91;408
Приднестровье;s.PROP;NOUN;NOUN,Geox;2,1;36;74;74
Прикамье;s.PROP;NOUN;NOUN,Geox;4,4;46;80;167
Приморье;s.PROP;NOUN;NOUN,Geox;9,0;64;83;380
Рейн;s.PROP;NOUN;NOUN,Geox;3,0;75;87;145
Рига;s.PROP;NOUN;NOUN,Geox;9,3;94;92;410
Рим;s.PROP;NOUN;NOUN,Geox;28,7;98;91;851
Ростов-на-Дону;s.PROP;NOUN;NOUN,Geox;5,2;78;88;361
Русь;s.PROP;NOUN;NOUN,Geox;34,7;100;89;1200
Рязань;s.PROP;NOUN;NOUN,Geox;4,2;79;89;247
Самара;s.PROP;NOUN;NOUN,Geox;19,9;87;86;620
Самарканд;s.PROP;NOUN;NOUN,Geox;2,5;53;67;81
Санкт-Петербург;s.PROP;NOUN;NOUN,Geox;41,1;98;91;2006
Сан-Франциско;s.PROP;NOUN;NOUN,Geox;3,8;67;86;164
Саха;s.PROP;NOUN;NOUN,Geox;2,1;49;80;91
